发震日期（北京时间）,经度(°),纬度(°),震源深度(Km),震级类型,震级,震中位置,事件类型
2014-11-07 15:41:34,20.26,38.07,17,Ms,5.1,爱奥尼亚海,天然地震
2014-11-07 15:11:22,-17.56,64.71,11,Ms,5.2,冰岛,天然地震
2014-11-05 05:00:30,-17.50,64.60,5,Ms,5.1,冰岛,天然地震
2014-11-04 05:49:27,-17.92,64.61,10,mB,5.2,冰岛,天然地震
2014-11-03 00:05:44,-17.16,64.84,6,Ms,5.4,冰岛,天然地震
2014-11-01 05:32:23,-17.17,64.82,5,Ms,5.0,冰岛,天然地震
2014-10-31 09:30:40,-17.59,64.92,3,Ms,4.9,冰岛,天然地震
2014-10-30 14:38:57,67.82,40.05,23,ML,3.6,乌兹别克斯坦东南部,天然地震
2014-10-29 00:11:25,-28.20,49.36,6,Ms,4.9,北大西洋海岭,天然地震
2014-10-28 16:19:02,52.62,28.36,32,Ms,4.9,伊朗南部,天然地震
2014-10-27 09:05:16,-18.00,64.60,7,Ms,4.8,冰岛,天然地震
2014-10-26 13:54:45,-17.30,64.60,8,Ms,5.4,冰岛,天然地震
2014-10-25 09:48:38,-17.50,64.70,10,Ms,5.0,冰岛,天然地震
2014-10-25 07:43:06,20.49,38.61,5,Ms,5.1,爱奥尼亚海,天然地震
2014-10-24 20:38:53,56.86,27.93,34,Ms,4.7,伊朗南部,天然地震
2014-10-24 18:23:58,-17.30,64.70,5,Ms,4.7,冰岛,天然地震
2014-10-21 16:36:39,-16.42,64.86,6,Ms,5.4,冰岛,天然地震
2014-10-18 17:40:11,-17.59,64.77,7,Ms,5.1,冰岛,天然地震
2014-10-15 21:35:47,47.28,32.30,5,Ms,5.9,伊拉克,天然地震
2014-10-15 19:16:32,-18.20,64.60,10,Ms,5.6,冰岛,天然地震
2014-10-15 09:30:12,63.70,42.10,5,Ms,4.1,乌兹别克斯坦,天然地震
2014-10-15 05:56:54,-17.12,64.72,5,Ms,4.6,冰岛,天然地震
2014-10-13 04:59:07,21.14,35.78,14,Ms,5.4,地中海,天然地震
2014-10-12 13:40:42,-33.24,57.50,11,Ms,5.5,北大西洋,天然地震
2014-10-12 13:17:34,-33.40,57.40,10,Ms,5.4,北大西洋,天然地震
2014-10-08 11:04:09,-41.90,30.30,10,mB,5.3,北大西洋海岭,天然地震
2014-10-04 20:27:50,25.76,34.90,45,Ms,5.0,克里特岛,天然地震
2014-10-04 20:05:21,-17.23,64.99,5,Ms,5.2,冰岛,天然地震
2014-10-04 12:59:31,47.74,41.24,11,Ms,4.8,高加索东部,天然地震
2014-10-04 08:11:55,21.78,37.24,5,mB,5.2,希腊南部,天然地震
2014-10-04 06:20:40,25.89,34.25,15,Ms,5.0,地中海东部,天然地震
2014-10-03 23:12:06,21.39,37.46,29,Ms,5.0,地中海,天然地震
2014-10-03 09:41:35,-17.40,64.77,7,Ms,4.9,冰岛,天然地震
2014-10-02 08:37:01,-17.50,64.98,9,Ms,4.9,冰岛,天然地震
2014-10-02 03:20:08,-41.12,31.47,4,Ms,5.1,北大西洋海岭,天然地震
2014-9-29 21:43:00,-17.40,64.60,10,Ms,5.6,冰岛,天然地震
2014-9-29 09:38:06,47.41,41.11,34,Ms,5.0,高加索东部,天然地震
2014-9-25 14:16:11,65.64,27.32,37,Ms,4.4,巴基斯坦,天然地震
2014-9-25 13:00:03,-17.30,64.50,10,Ms,5.1,冰岛,天然地震
2014-9-25 10:31:57,65.91,27.47,50,Ms,5.1,巴基斯坦,天然地震
2014-9-24 16:14:35,-17.20,64.70,5,Ms,4.9,冰岛,天然地震
2014-9-24 03:18:23,-35.20,53.10,10,Ms,5.3,北大西洋,天然地震
2014-9-23 12:33:59,-17.40,65.00,10,Ms,5.0,冰岛,天然地震
2014-9-21 18:51:47,-17.12,64.89,5,Ms,5.5,冰岛,天然地震
2014-9-21 08:43:38,21.55,38.59,15,Ms,4.8,希腊,天然地震
2014-9-20 09:10:13,-17.30,64.80,10,Ms,4.7,冰岛,天然地震
2014-9-18 22:21:47,-17.10,64.90,5,Ms,5.2,冰岛,天然地震
2014-9-17 05:34:13,-17.30,64.80,5,Ms,4.9,冰岛,天然地震
2014-9-15 21:07:55,13.75,61.44,10,Ms,4.7,瑞典,天然地震
2014-9-14 22:06:42,-16.97,64.42,11,Ms,4.8,冰岛地区,天然地震
2014-9-13 15:58:14,-17.60,64.70,10,Ms,4.9,冰岛,天然地震
2014-9-12 03:57:13,-17.46,64.72,10,Ms,5.0,冰岛,天然地震
2014-9-10 13:28:30,-17.10,64.70,5,Ms,5.2,冰岛,天然地震
2014-9-09 09:07:28,-17.80,64.92,5,Ms,5.0,冰岛,天然地震
2014-9-07 15:07:56,-17.97,64.49,9,Ms,5.6,冰岛,天然地震
2014-9-06 13:40:48,-17.79,64.69,9,Ms,4.9,冰岛,天然地震
2014-9-05 09:19:36,-16.94,64.94,5,Ms,5.2,冰岛,天然地震
2014-9-05 05:00:02,30.90,36.20,72,Ms,4.8,地中海东部,天然地震
2014-9-05 01:43:39,24.90,40.10,10,Ms,4.8,爱琴海,天然地震
2014-9-03 11:09:53,-17.40,64.80,6,Ms,5.3,冰岛,天然地震
2014-9-01 16:58:12,-17.39,64.75,8,Ms,4.7,冰岛,天然地震
2014-8-31 20:01:45,-17.40,64.70,5,Ms,4.8,冰岛,天然地震
2014-8-30 23:29:48,-27.90,43.40,5,Ms,5.4,亚速尔群岛地区,天然地震
2014-8-30 15:03:01,-17.65,64.57,5,Ms,5.4,冰岛,天然地震
2014-8-29 20:21:44,-17.79,64.64,6,Ms,5.1,冰岛,天然地震
2014-8-29 11:45:04,23.70,36.70,95,mB,5.3,希腊南部,天然地震
2014-8-28 16:13:41,-17.43,64.96,6,Ms,5.3,冰岛,天然地震
2014-8-27 10:50:36,-17.89,64.72,11,Ms,5.2,冰岛,天然地震
2014-8-27 08:16:28,-16.98,64.56,6,Ms,5.2,冰岛,天然地震
2014-8-26 12:11:24,47.90,32.80,10,Ms,4.3,伊朗,天然地震
2014-8-26 09:26:07,-17.45,64.95,10,Ms,5.2,冰岛,天然地震
2014-8-26 00:19:02,-17.80,64.60,5,Ms,4.5,冰岛,天然地震
2014-8-25 04:39:12,-17.40,64.70,5,Ms,5.3,冰岛,天然地震
2014-8-25 03:43:28,30.60,37.70,7,Ms,4.7,土耳其,天然地震
2014-8-24 13:33:42,-17.50,64.60,5,Ms,4.8,冰岛,天然地震
2014-8-24 10:44:49,47.90,32.60,5,Ms,4.9,伊朗,天然地震
2014-8-24 08:09:50,-17.55,64.64,6,Ms,5.2,冰岛,天然地震
2014-8-24 04:05:14,47.80,32.60,5,Ms,5.4,伊朗,天然地震
2014-8-23 14:13:19,67.82,40.98,9,Ms,4.2,乌兹别克东南部,天然地震
2014-8-23 04:06:01,45.70,33.60,10,Ms,4.6,伊拉克,天然地震
2014-8-22 21:29:15,47.70,32.60,10,Ms,4.2,伊朗,天然地震
2014-8-22 18:41:27,47.60,32.70,8,Ms,4.5,伊朗,天然地震
2014-8-22 18:39:58,47.70,32.60,10,Ms,4.6,伊朗,天然地震
2014-8-22 12:27:53,23.50,39.90,10,Ms,5.0,爱琴海,天然地震
2014-8-20 18:14:13,47.80,32.50,5,Ms,5.7,伊朗,天然地震
2014-8-20 05:32:15,47.60,32.60,10,Ms,5.2,伊朗,天然地震
2014-8-19 18:32:51,47.70,32.50,10,Ms,4.6,伊朗,天然地震
2014-8-19 05:44:26,47.60,32.50,6,Ms,4.4,伊朗,天然地震
2014-8-19 02:08:20,47.70,32.50,5,Ms,6.1,伊朗,天然地震
2014-8-18 19:51:31,47.50,32.60,10,Ms,5.6,伊朗,天然地震
2014-8-18 19:23:00,47.60,32.50,10,Ms,5.0,伊朗,天然地震
2014-8-18 19:01:38,47.70,32.60,10,Ms,4.3,伊朗,天然地震
2014-8-18 16:05:24,47.50,32.70,10,Ms,4.5,伊朗,天然地震
2014-8-18 13:25:49,47.70,32.60,10,Ms,5.9,伊朗,天然地震
2014-8-18 12:20:40,47.60,32.80,10,Ms,4.6,伊朗,天然地震
2014-8-18 11:01:32,47.50,32.50,10,mb,4.9,伊朗,天然地震
2014-8-18 10:32:03,47.63,32.74,10,Ms,6.4,伊朗,天然地震
2014-8-17 22:47:18,47.60,32.60,10,Ms,4.5,伊朗,天然地震
2014-8-15 22:48:06,51.70,28.50,10,Ms,4.6,伊朗南部,天然地震
2014-8-08 16:20:43,24.40,34.95,18,Ms,4.7,克里特岛,天然地震
2014-8-07 02:45:39,-27.40,47.10,10,Ms,5.1,北大西洋海岭,天然地震
2014-8-01 12:11:16,3.49,37.01,9,Ms,5.6,阿尔及利亚,天然地震
2014-7-30 09:32:08,53.60,26.40,5,Ms,5.3,波斯湾,天然地震
2014-7-30 06:04:41,-36.50,35.50,5,Ms,5.4,北大西洋海岭,天然地震
2014-7-28 08:00:44,54.00,26.88,42,Ms,4.4,伊朗南部,天然地震
2014-7-27 09:28:37,-45.60,23.70,10,Ms,6.1,北大西洋海岭,天然地震
2014-7-22 23:22:39,57.50,27.50,10,Ms,4.8,伊朗南部,天然地震
2014-7-22 11:03:46,33.26,29.66,10,mB,5.0,埃及,天然地震
2014-7-14 00:23:42,67.80,36.50,40,Ms,4.8,兴都库什地区,天然地震
2014-7-11 17:46:02,23.28,38.58,14,Ms,4.6,希腊,天然地震
2014-7-05 11:11:46,55.10,28.20,10,Ms,4.5,伊朗南部,天然地震
2014-7-05 05:08:45,-35.00,35.20,5,Ms,5.5,北大西洋海岭,天然地震
2014-6-30 01:26:08,46.46,41.75,25,Ms,5.6,高加索东部,天然地震
2014-6-28 00:14:23,24.59,38.06,8,Ms,4.6,希腊南部,天然地震
2014-6-21 06:54:17,50.90,29.70,5,Ms,4.5,伊朗南部,天然地震
2014-6-20 21:59:41,28.60,36.30,60,mB,5.0,地中海东部,天然地震
2014-6-13 17:11:14,20.46,39.11,10,mB,5.1,爱奥尼亚海,天然地震
2014-6-13 14:17:04,66.10,27.82,7,Ms,5.3,巴基斯坦,天然地震
2014-6-13 08:34:47,26.50,35.11,78,Ms,4.9,克里特岛,天然地震
2014-6-12 10:37:19,53.20,28.10,10,Ms,4.3,伊朗南部,天然地震
2014-6-11 11:53:35,27.98,34.44,77,Ms,4.7,地中海东部,天然地震
2014-6-08 23:10:45,21.52,38.22,8,Ms,4.8,希腊南部,天然地震
2014-6-07 14:05:27,51.08,40.32,45,Ms,5.2,里海,天然地震
2014-6-03 06:51:14,57.50,27.80,10,Ms,4.4,伊朗南部,天然地震
2014-6-02 16:07:27,45.60,43.50,5,Ms,4.5,高加索东部,天然地震
2014-6-01 20:05:42,24.15,34.52,8,Ms,4.6,克里特岛,天然地震
2014-5-27 13:44:27,55.47,26.35,10,Ms,5.2,波斯湾,天然地震
2014-5-27 03:43:14,-29.40,42.10,12,Ms,5.1,亚速尔群岛地区,天然地震
2014-5-25 19:47:54,26.10,40.40,5,Ms,4.6,爱琴海,天然地震
2014-5-24 17:25:00,25.43,40.31,5,Ms,7.1,爱琴海,天然地震
2014-5-24 07:41:44,-28.46,45.01,5,Ms,5.4,北大西洋海岭,天然地震
2014-5-22 13:22:02,0.20,35.70,10,Ms,5.3,阿尔及利亚,天然地震
2014-5-21 18:51:27,50.90,29.60,10,Ms,4.9,伊朗南部,天然地震
2014-5-21 17:46:26,50.90,29.50,10,Ms,5.2,伊朗南部,天然地震
2014-5-20 12:43:23,19.90,40.90,5,Ms,4.5,阿尔巴尼亚,天然地震
2014-5-19 08:59:15,19.48,41.22,6,Ms,5.1,亚得里亚海,天然地震
2014-5-16 14:32:09,67.74,29.71,11,Ms,4.8,巴基斯坦,天然地震
2014-5-12 08:54:29,20.22,40.22,7,Ms,4.7,阿尔巴尼亚,天然地震
2014-5-09 08:08:41,57.60,27.80,10,Ms,4.3,伊朗南部,天然地震
2014-4-30 12:03:27,24.38,38.54,5,Ms,4.8,希腊,天然地震
2014-4-27 09:42:54,45.24,43.55,21,Ms,4.2,高加索西部,天然地震
2014-4-26 04:59:51,54.00,26.70,30,Ms,4.8,伊朗南部,天然地震
2014-4-25 10:56:30,21.60,35.50,10,Ms,4.7,地中海,天然地震
2014-4-17 07:31:40,51.80,28.60,10,Ms,4.6,伊朗南部,天然地震
2014-4-15 04:41:21,25.90,33.93,18,Ms,4.8,地中海东部,天然地震
2014-4-10 07:42:55,67.76,39.72,5,Ms,3.7,乌兹别克东南部,天然地震
2014-4-08 03:26:56,6.43,44.81,5,Ms,4.9,法国,天然地震
2014-4-05 04:08:01,23.15,37.29,109,mB,5.2,希腊南部,天然地震
2014-3-29 04:48:00,-42.70,30.00,10,Ms,5.2,北大西洋海岭,天然地震
2014-3-22 01:32:01,63.04,40.38,11,Ms,4.3,土库曼,天然地震
2014-3-21 18:59:49,26.10,34.10,10,Ms,4.6,地中海东部,天然地震
2014-3-11 20:27:04,-4.98,34.60,12,Ms,4.6,摩洛哥,天然地震
2014-3-08 01:43:54,21.60,36.80,20,Ms,4.8,希腊南部,天然地震
2014-3-05 20:49:20,20.50,38.85,5,Ms,4.8,希腊,天然地震
2014-3-04 01:19:20,-27.83,46.67,7,Ms,5.2,北大西洋海岭,天然地震
2014-3-01 10:16:36,-41.04,32.44,16,Ms,5.3,北大西洋海岭,天然地震
2014-3-01 07:34:02,-40.10,32.30,10,Ms,5.1,北大西洋海岭,天然地震
2014-3-01 07:27:19,-40.40,32.20,10,Ms,5.0,北大西洋海岭,天然地震
2014-2-26 09:42:49,21.50,40.20,10,Ms,4.7,希腊,天然地震
2014-2-26 07:52:57,-43.80,28.40,10,Ms,4.9,北大西洋海岭,天然地震
2014-2-19 05:51:37,43.60,38.70,40,Ms,4.6,土耳其,天然地震
2014-2-15 15:31:13,20.30,38.30,10,Ms,5.0,爱奥尼亚海,天然地震
2014-2-14 08:33:37,36.00,36.80,5,Ms,4.8,土耳其,天然地震
2014-2-13 16:35:50,56.40,38.60,5,Ms,5.1,土库曼斯坦,天然地震
2014-2-11 08:09:44,65.68,27.33,5,Ms,5.0,巴基斯坦,天然地震
2014-2-10 20:06:40,48.06,40.23,48,Ms,5.1,阿塞拜疆,天然地震
2014-2-09 16:22:58,20.32,38.49,8,Ms,4.8,爱奥尼亚海,天然地震
2014-2-09 01:40:55,18.61,36.24,35,mB,4.8,地中海,天然地震
2014-2-08 09:11:16,53.72,39.90,10,Ms,4.3,土库曼斯坦,天然地震
2014-2-07 12:43:18,48.80,32.50,20,Ms,4.5,伊朗西部,天然地震
2014-2-07 09:21:51,21.70,38.30,8,Ms,4.6,希腊南部,天然地震
2014-2-07 03:20:58,20.43,38.49,15,Ms,5.0,爱奥尼亚海,天然地震
2014-2-03 11:08:42,20.34,38.29,10,Ms,6.4,爱奥尼亚海,天然地震
2014-2-02 22:26:47,57.67,26.96,24,Ms,5.3,伊朗南部,天然地震
2014-2-02 00:33:37,20.37,38.12,9,Ms,5.0,爱奥尼亚海,天然地震
2014-2-01 16:14:01,22.70,38.70,12,Ms,4.9,希腊,天然地震
2014-1-31 19:40:45,50.00,32.50,10,Ms,4.4,伊朗西部,天然地震
2014-1-31 00:01:41,62.72,24.97,11,Ms,4.1,巴基斯坦海岸近海,天然地震
2014-1-30 05:04:06,21.71,37.19,41,Ms,4.8,希腊南部,天然地震
2014-1-29 07:47:35,49.98,32.55,21,Ms,4.5,伊朗西部,天然地震
2014-1-29 07:17:38,-34.48,56.73,6,Ms,5.2,北大西洋,天然地震
2014-1-29 06:22:13,-34.50,56.80,5,Ms,5.2,北大西洋,天然地震
2014-1-29 06:10:45,-34.51,57.06,10,Ms,5.0,北大西洋,天然地震
2014-1-29 04:47:57,-34.30,56.70,7,Ms,4.9,北大西洋,天然地震
2014-1-29 04:34:04,-34.30,56.80,10,Ms,5.2,北大西洋,天然地震
2014-1-27 21:05:47,20.33,37.81,15,Ms,4.9,爱奥尼亚海,天然地震
2014-1-27 10:46:30,59.91,28.92,15,Ms,4.7,伊朗南部,天然地震
2014-1-27 02:45:04,20.38,38.10,13,Ms,5.4,爱奥尼亚海,天然地震
2014-1-26 22:08:36,19.75,38.39,19,Ms,4.9,爱奥尼亚海,天然地震
2014-1-26 21:55:39,20.41,38.17,10,Ms,6.3,爱奥尼亚海,天然地震
2014-1-23 14:15:01,26.30,45.40,127,mB,5.1,罗马尼亚,天然地震
2014-1-20 06:50:20,-44.60,26.60,15,Ms,5.0,北大西洋海岭,天然地震
2014-1-19 07:01:32,-44.60,26.40,10,Ms,5.0,北大西洋海岭,天然地震
2014-1-19 06:19:26,-44.50,26.40,5,Ms,5.4,北大西洋海岭,天然地震
2014-1-14 21:54:59,52.55,40.29,48,Ms,4.6,里海,天然地震
2014-1-11 22:50:59,-44.70,26.40,10,Ms,5.1,北大西洋海岭,天然地震
2014-1-11 12:12:56,21.30,37.89,5,Ms,4.8,爱奥尼亚海,天然地震
2014-1-10 22:36:27,65.68,27.54,9,Ms,4.3,巴基斯坦,天然地震
2014-1-10 16:12:42,54.00,26.70,5,Ms,4.5,伊朗南部,天然地震
2014-1-10 13:26:51,65.69,27.40,5,Ms,4.3,巴基斯坦,天然地震
2014-1-10 08:45:28,49.26,42.06,65,Ms,4.4,高加索东部,天然地震
2014-1-09 16:31:32,54.00,26.90,40,Ms,4.8,伊朗南部,天然地震
2014-1-09 14:13:04,54.33,26.79,5,Ms,4.0,伊朗南部,天然地震
2014-1-09 07:48:19,65.86,27.40,5,Ms,4.2,巴基斯坦,天然地震
2014-1-05 18:56:10,-35.40,53.85,9,Ms,5.1,北大西洋,天然地震
2014-1-03 22:21:57,52.20,27.90,7,Ms,4.5,波斯湾,天然地震
2014-1-02 18:50:15,54.07,27.13,15,Ms,4.6,伊朗南部,天然地震
2014-1-02 11:13:55,54.50,27.30,10,Ms,5.3,伊朗南部,天然地震
2013-12-30 01:08:39,14.19,41.39,6,Ms,5.2,第勒尼安海,天然地震
2013-12-29 14:54:55,16.96,43.45,8,Ms,5.0,亚得里亚海,天然地震
2013-12-29 06:56:30,47.70,32.80,10,Ms,4.8,伊朗,天然地震
2013-12-28 23:20:59,30.55,35.90,66,Ms,5.8,地中海东部,天然地震
2013-12-28 01:46:06,-17.77,28.23,10,Ms,5.4,加那利群岛地区,天然地震
2013-12-24 11:32:49,26.30,34.80,15,Ms,4.4,克里特岛,天然地震
2013-12-20 23:15:28,65.84,28.15,5,Ms,4.6,巴基斯坦,天然地震
2013-12-20 03:28:40,67.63,27.58,7,Ms,5.4,巴基斯坦,天然地震
2013-12-16 15:06:18,-6.75,35.63,25,Ms,4.7,直布罗陀海峡,天然地震
2013-12-11 21:00:50,22.19,39.08,8,Ms,4.7,希腊,天然地震
2013-12-10 23:24:26,21.49,36.43,15,Ms,4.9,地中海,天然地震
2013-12-09 19:33:53,55.94,38.76,9,Ms,5.4,土库曼斯坦,天然地震
2013-12-09 01:31:50,30.67,36.36,90,Ms,5.0,地中海东部,天然地震
2013-12-08 07:12:41,58.60,36.90,7,Ms,4.2,伊朗,天然地震
2013-12-07 05:15:00,66.70,28.39,17,Ms,4.2,巴基斯坦,天然地震
2013-11-30 07:47:32,22.60,35.20,5,Ms,4.6,地中海,天然地震
2013-11-29 21:24:29,23.20,35.47,44,Ms,4.5,地中海,天然地震
2013-11-29 08:56:27,64.30,25.90,5,Ms,3.9,巴基斯坦西部,天然地震
2013-11-29 07:49:32,23.10,34.80,5,mB,4.6,地中海,天然地震
2013-11-28 23:56:46,51.50,29.40,18,mB,5.2,伊朗南部,天然地震
2013-11-28 21:51:33,51.30,29.30,10,Ms,5.9,波斯湾,天然地震
2013-11-27 22:21:15,23.00,37.30,13,Ms,4.7,希腊南部,天然地震
2013-11-27 21:06:07,-40.80,32.00,10,mb,4.9,北大西洋海岭,天然地震
2013-11-27 20:45:57,-41.05,32.07,6,Ms,5.1,北大西洋海岭,天然地震
2013-11-27 15:25:36,56.40,26.70,6,Ms,4.0,伊朗南部,天然地震
2013-11-27 12:13:35,27.90,40.90,6,Ms,4.6,土耳其,天然地震
2013-11-25 04:49:35,31.90,40.80,5,Ms,4.8,土耳其,天然地震
2013-11-25 02:05:37,45.50,34.10,5,Ms,5.5,伊拉克,天然地震
2013-11-25 02:03:10,45.70,34.00,5,Ms,5.3,伊朗,天然地震
2013-11-24 11:28:49,25.55,34.28,39,Ms,4.8,地中海东部,天然地震
2013-11-24 07:26:19,45.13,33.72,53,Ms,5.8,伊拉克,天然地震
2013-11-23 02:31:02,45.60,34.30,45,Ms,5.8,伊拉克,天然地震
2013-11-22 14:51:23,45.50,34.30,10,Ms,5.6,伊拉克,天然地震
2013-11-22 11:29:12,42.68,38.57,8,Ms,5.1,土耳其,天然地震
2013-11-21 21:22:25,-45.11,23.77,16,Ms,5.1,北大西洋海岭,天然地震
2013-11-19 17:06:28,51.60,28.60,40,Ms,4.4,伊朗南部,天然地震
2013-11-18 21:15:00,21.00,42.90,6,mB,4.9,南斯拉夫,天然地震
2013-11-18 15:58:39,16.90,43.70,5,Ms,4.9,南斯拉夫,天然地震
2013-11-15 18:42:37,67.40,29.97,9,Ms,4.5,巴基斯坦,天然地震
2013-11-13 02:09:26,22.73,39.01,14,Ms,4.9,希腊,天然地震
2013-11-12 23:59:41,-40.95,31.91,6,Ms,5.1,北大西洋海岭,天然地震
2013-11-12 18:41:02,-41.05,31.99,9,Ms,5.3,北大西洋海岭,天然地震
2013-11-12 17:59:15,-40.61,31.81,6,Ms,5.0,北大西洋海岭,天然地震
2013-11-10 05:21:02,44.90,38.30,5,Ms,4.4,伊朗,天然地震
2013-11-08 18:12:34,47.30,37.70,10,Ms,4.4,伊朗西北部,天然地震
2013-10-29 03:04:11,64.54,26.07,12,Ms,4.7,巴基斯坦西部,天然地震
2013-10-20 13:26:57,65.71,27.08,5,Ms,4.2,巴基斯坦,天然地震
2013-10-20 13:11:18,65.58,27.12,5,Ms,4.2,巴基斯坦,天然地震
2013-10-19 10:19:13,23.00,35.20,20,mB,4.8,地中海,天然地震
2013-10-18 21:18:21,66.70,28.45,4,Ms,5.5,巴基斯坦,天然地震
2013-10-18 21:12:23,64.08,25.98,9,Ms,5.2,巴基斯坦西部,天然地震
2013-10-16 16:49:28,49.04,35.33,6,Ms,4.5,伊朗西部,天然地震
2013-10-16 03:33:12,26.60,45.60,136,mB,5.2,罗马尼亚,天然地震
2013-10-13 15:34:03,-22.77,63.83,6,Ms,5.2,冰岛地区,天然地震
2013-10-12 21:11:50,23.26,35.49,33,Ms,6.5,地中海,天然地震
2013-10-10 20:26:41,21.38,36.40,21,Ms,4.8,地中海,天然地震
2013-10-09 03:37:16,50.98,31.15,5,Ms,4.1,伊朗,天然地震
2013-10-08 10:52:11,55.72,27.44,50,Ms,4.4,伊朗南部,天然地震
2013-10-06 09:37:20,26.70,45.60,134,mB,5.5,罗马尼亚,天然地震
2013-10-05 02:17:26,59.00,33.00,5,Ms,4.5,伊朗,天然地震
2013-10-02 03:41:30,-35.28,56.26,5,Ms,5.2,北大西洋,天然地震
2013-10-01 07:44:38,51.30,29.20,10,Ms,4.0,波斯湾,天然地震
2013-9-30 16:16:06,-28.86,49.67,6,Ms,5.5,北大西洋海岭,天然地震
2013-9-30 11:44:48,60.21,27.01,6,Ms,4.4,伊朗南部,天然地震
2013-9-28 15:34:04,65.58,27.26,20,Ms,7.3,巴基斯坦,天然地震
2013-9-28 02:08:39,65.66,27.42,7,Ms,4.9,巴基斯坦,天然地震
2013-9-27 18:02:43,45.10,37.10,20,Ms,4.3,伊朗,天然地震
2013-9-27 14:50:57,64.08,26.13,10,Ms,4.7,巴基斯坦西部,天然地震
2013-9-26 10:32:10,-32.82,58.23,6,Ms,4.8,北大西洋,天然地震
2013-9-26 09:18:52,-33.00,57.60,8,Ms,5.2,北大西洋,天然地震
2013-9-25 06:38:17,65.76,27.36,17,Ms,4.7,巴基斯坦,天然地震
2013-9-25 05:59:02,65.81,27.68,18,Ms,4.8,巴基斯坦,天然地震
2013-9-25 03:54:06,65.79,27.44,20,Ms,4.4,巴基斯坦,天然地震
2013-9-25 01:20:13,65.49,27.21,20,Ms,5.8,巴基斯坦西部,天然地震
2013-9-24 23:12:22,65.40,27.21,22,Ms,5.0,巴基斯坦西部,天然地震
2013-9-24 22:08:31,65.53,27.64,22,Ms,5.7,巴基斯坦,天然地震
2013-9-24 21:01:39,65.70,27.45,15,Ms,6.2,巴基斯坦,天然地震
2013-9-24 20:42:16,66.28,27.54,20,Ms,5.3,巴基斯坦,天然地震
2013-9-24 20:07:06,65.75,27.49,10,Ms,4.6,巴基斯坦,天然地震
2013-9-24 19:36:26,65.33,27.09,25,Ms,5.8,巴基斯坦西部,天然地震
2013-9-24 19:29:48,65.52,26.97,30,Ms,7.9,巴基斯坦,天然地震
2013-9-19 02:32:53,24.96,34.30,13,Ms,4.5,地中海,天然地震
2013-9-19 02:22:43,41.70,39.70,7,Ms,4.3,土耳其,天然地震
2013-9-19 00:26:50,48.90,33.00,10,Ms,4.5,伊朗西部,天然地震
2013-9-18 04:40:45,40.90,38.81,7,Ms,4.8,土耳其,天然地震
2013-9-17 12:09:12,45.80,42.10,6,Ms,5.3,高加索东部,天然地震
2013-9-17 00:04:58,49.50,32.40,10,Ms,4.5,伊朗西部,天然地震
2013-9-16 23:01:11,22.60,38.91,7,Ms,5.0,希腊,天然地震
2013-9-16 22:42:38,22.70,38.70,10,Ms,4.7,希腊,天然地震
2013-9-15 04:02:09,-30.05,52.17,5,Ms,4.8,北大西洋海岭,天然地震
2013-9-10 01:35:15,20.80,38.00,20,Ms,4.5,爱奥尼亚海,天然地震
2013-9-09 19:18:52,19.97,37.73,10,Ms,5.0,爱奥尼亚海,天然地震
2013-9-09 12:35:42,49.79,40.87,15,Ms,4.2,高加索东部,天然地震
2013-9-08 21:22:10,22.74,45.85,5,Ms,4.5,罗马尼亚,天然地震
2013-9-08 12:59:25,24.55,34.70,5,Ms,4.7,克里特岛,天然地震
2013-9-02 09:14:12,14.30,40.15,314,mB,4.6,第勒尼安海,天然地震
2013-8-28 06:00:37,56.03,32.63,5,Ms,4.5,伊朗,天然地震
2013-8-25 21:56:34,57.10,30.40,30,Ms,4.1,伊朗南部,天然地震
2013-8-22 14:44:49,13.70,43.60,5,Ms,4.6,中部意大利,天然地震
2013-8-17 17:19:08,-41.80,30.80,10,Ms,5.3,北大西洋海岭,天然地震
2013-8-16 07:04:51,14.46,38.23,5,Ms,4.5,西西里岛,天然地震
2013-8-15 03:50:07,50.24,30.90,46,Ms,4.6,伊朗西部,天然地震
2013-8-13 09:43:07,67.58,33.74,20,Ms,4.2,阿富汗,天然地震
2013-8-13 07:03:00,-33.40,33.90,10,Ms,4.9,北大西洋海岭,天然地震
2013-8-11 01:20:50,51.70,28.40,37,Ms,4.5,波斯湾,天然地震
2013-8-11 01:05:37,51.70,28.30,40,Ms,4.4,波斯湾,天然地震
2013-8-10 20:07:59,56.70,33.80,5,Ms,4.2,伊朗,天然地震
2013-8-09 21:10:10,22.43,38.72,32,Ms,4.6,希腊,天然地震
2013-8-09 19:49:21,22.80,38.70,5,Ms,4.6,希腊,天然地震
2013-8-09 12:19:21,20.16,39.67,8,Ms,4.6,阿尔巴尼亚,天然地震
2013-8-09 09:32:33,67.28,30.95,50,Ms,3.9,巴基斯坦,天然地震
2013-8-07 21:44:29,22.70,38.70,5,Ms,4.7,希腊,天然地震
2013-8-07 17:06:50,22.70,38.80,10,Ms,5.3,希腊,天然地震
2013-8-06 13:36:57,-29.50,41.80,29,Ms,4.5,亚速尔群岛地区,天然地震
2013-8-03 23:25:05,52.91,34.63,23,Ms,4.3,伊朗,天然地震
2013-8-02 09:10:27,43.30,36.40,10,Ms,4.4,伊拉克,天然地震
2013-7-30 13:33:05,25.61,40.66,5,Ms,4.7,爱琴海,天然地震
